      2.094395   -867.123864      7.134819      0.966187
      2.101400   -867.136025      7.139234      0.966608
      2.108404   -867.243311      7.163584      0.968830
      2.115409   -867.348633      7.160104      0.968704
      2.122414   -867.557895      7.144395      0.967587
      2.129418   -867.876720      7.139729      0.967498
      2.136423   -868.392175      7.131521      0.967169
      2.143428   -869.053808      7.119482      0.966569
      2.150432   -869.612617      7.109766      0.966242
      2.157437   -869.941220      7.096329      0.965649
      2.164442   -870.211569      7.076311      0.964530
      2.171446   -870.491383      7.054508      0.963303
      2.178451   -870.698940      7.029586      0.961847
      2.185456   -870.764129      7.003649      0.960338
      2.192460   -870.888529      6.968527      0.958026
      2.199465   -871.018533      6.967098      0.958911
      2.206470   -871.563205      6.928681      0.956391
      2.213474   -872.185417      6.891156      0.953962
      2.220479   -871.114360      6.884986      0.954583
      2.227484   -870.553713      6.862364      0.953687
      2.234488   -870.429552      6.823193      0.951203
      2.241493   -874.166912      6.786125      0.948940
      2.248498   -873.833505      6.857951      0.957534
      2.255502   -871.809206      6.992536      0.972141
      2.262507   -873.998717      6.855549      0.960582
      2.269512   -873.843956      6.715437      0.948116
      2.276516   -874.923683      6.727775      0.951160
      2.283521   -877.490738      6.688833      0.948920
      2.290526   -877.620808      6.668795      0.948724
      2.297530   -880.205940      6.651492      0.948866
      2.304535   -882.555005      6.636802      0.949315
      2.311540   -884.374128      6.752662      0.963793
      2.318544   -886.249070      6.598712      0.949487
      2.325549   -888.389490      6.602225      0.952125
      2.332554   -889.239356      6.565242      0.950354
      2.339558   -890.135561      6.549036      0.950939
      2.346563   -894.522099      6.577329      0.956676
      2.353568   -895.404988      6.640401      0.966373
      2.360572   -895.102908      6.558541      0.959797
      2.367577   -896.538692      6.651816      0.973233
      2.374582   -899.242185      6.706873      0.982335
      2.381586   -900.544969      6.479169      0.959078
      2.388591   -903.505262      6.468886      0.960841
      2.395596   -906.983411      6.452547      0.961943
      2.402600   -910.171027      6.526551      0.974092
      2.409605   -914.530731      6.425479      0.964982
      2.416610   -916.487853      6.411476      0.966516
      2.423614   -919.176925      6.399435      0.968384
      2.430619   -911.617954      6.382896      0.969758
      2.437624   -913.344960      6.360052      0.970398
      2.444628   -914.928138      6.336692      0.971035
      2.451633   -916.353438      6.344323      0.975860
      2.458638   -917.605923      6.294430      0.973047
      2.465642   -918.668725      6.271145      0.973818
      2.472647   -919.524977      6.254453      0.975616
      2.479652   -920.157158      6.334714      0.991060
      2.486656   -920.545765      6.309823      0.991981
      2.493661   -920.672133      6.196974      0.980200
      2.500666   -920.517678      6.192596      0.984101
      2.507670   -920.062278      6.164900      0.984641
      2.514675   -919.288365      6.230043      0.999095
      2.521680   -918.180136      6.124627      0.987902
      2.528684   -916.721678      6.169826      0.999853
      2.535689   -914.902870      6.134974      0.999531
      2.542694   -912.718675      6.145296      1.006361
      2.549698   -910.167146      6.104351      1.005120
      2.556703   -907.257765      6.094938      1.009028
      2.563708   -904.011008      6.068431      1.010220
      2.570712   -900.456393      6.042379      1.011426
      2.577717   -896.643914      6.001047      1.010133
      2.584722   -892.643941      5.965665      1.009750
      2.591726   -888.545405      5.957724      1.014337
      2.598731   -884.470537      5.922542      1.014019
      2.605736   -880.574693      5.935757      1.022723
      2.612740   -877.044201      5.816883      1.006610
      2.619745   -874.113328      5.851662      1.019655
      2.626750   -872.062351      5.875720      1.030991
      2.633754   -871.213246      5.619655      0.986000
      2.640759   -871.945301      5.816780      1.033060
      2.647764   -874.687763      5.761507      1.028701
      2.654768   -879.909768      5.660453      1.014082
      2.661773   -888.128265      5.481694      0.981691
      2.668778   -899.890592      5.188615      0.921182
      2.675782   -915.755366      5.206752      0.931270
      2.682787   -936.286951      5.186348      0.932701
      2.689792   -962.027543      4.877534      0.863788
      2.696796   -993.472089      5.043515      0.909285
      2.703801  -1031.051516      4.990164      0.901927
      2.710806  -1075.104854      4.822295      0.864255
      2.717810  -1125.862132      4.809551      0.866364
      2.724815  -1174.938502      4.767165      0.860675
      2.731820  -1223.912866      4.725930      0.855140
      2.738824  -1282.312020      4.692117      0.851465
      2.745829  -1352.028725      4.654996      0.846758
      2.752834  -1432.047886      4.618045      0.841943
      2.759838  -1523.012056      4.587583      0.838827
      2.766843  -1624.891166      4.559244      0.836225
      2.773848  -1730.371712      4.571274      0.841864
      2.780852  -1849.299559      4.508217      0.832478
      2.787857  -1994.101141      4.485241      0.831286
      2.794862  -2125.798294      4.505164      0.839430
      2.801866  -2289.397069      4.443452      0.829988
      2.808871  -2450.036888      4.423909      0.829682
      2.815876  -2619.241883      4.404961      0.829482
      2.822880  -2795.756096      4.386218      0.829247
      2.829885  -2979.137308      4.368927      0.829359
      2.836890  -3168.794316      4.352424      0.829721
      2.843894  -3364.206606      4.336959      0.830463
      2.850899  -3565.054059      4.322178      0.831500
      2.857904  -3770.989272      4.307740      0.832643
      2.864908  -3981.117518      4.293527      0.833618
      2.871913  -4186.752347      4.300498      0.837152
      2.878918  -4408.326806      4.267370      0.835618
      2.885922  -4623.949963      4.254793      0.836709
      2.892927  -4840.654642      4.243400      0.838214
      2.899932  -5058.208776      4.231989      0.839672
      2.906936  -5276.334909      4.221144      0.841340
      2.913941  -5494.662343      4.210715      0.843081
      2.920946  -5712.866452      4.200631      0.844885
      2.927950  -6013.249851      4.190738      0.846695
      2.934955  -6222.759618      4.180977      0.848335
      2.941960  -6430.950106      4.171761      0.849925
      2.948964  -6636.849814      4.163237      0.851678
      2.955969  -6839.987026      4.155232      0.853585
      2.962974  -7040.072344      4.147647      0.855613
      2.969978  -7236.845282      4.140383      0.857726
      2.976983  -7430.079609      4.133207      0.859800
      2.983988  -7619.537720      4.125987      0.861749
      2.990992  -7801.549300      4.118860      0.863632
      2.997997  -7986.153527      4.112044      0.865557
      3.005002  -8162.762654      4.105650      0.867539
      3.012006  -8334.324577      4.099630      0.869492
      3.019011  -8500.278826      4.093910      0.871358
      3.026016  -8660.092364      4.088471      0.873136
      3.033020  -8813.298947      4.083319      0.874835
      3.040025  -8959.480516      4.078458      0.876468
      3.047030  -9098.233358      4.073866      0.878029
      3.054034  -9229.184488      4.069520      0.879516
      3.061039  -9352.024166      4.065423      0.880938
      3.068044  -9466.498489      4.061629      0.882301
      3.075048  -9572.253371      4.058231      0.883552
      3.082053  -9668.660663      4.055265      0.884607
      3.089058  -9755.042091      4.052652      0.885471
      3.096062  -9830.993656      4.050342      0.886220
      3.103067  -9896.349512      4.048329      0.886879
      3.110072  -9951.016063      4.046634      0.887450
      3.117076  -9994.900248      4.045276      0.887920
      3.124081 -10027.910960      4.044257      0.888279
      3.131086 -10049.966294      4.043581      0.888520
      3.138090 -10061.005934      4.043253      0.888643
      3.145095 -10061.005934      4.043255      0.888642
      3.152100 -10049.966294      4.043582      0.888521
      3.159104 -10027.910960      4.044256      0.888279
      3.166109  -9994.900248      4.045276      0.887920
      3.173114  -9951.016063      4.046634      0.887450
      3.180118  -9896.349512      4.048329      0.886879
      3.187123  -9830.993656      4.050469      0.886246
      3.194128  -9755.042091      4.052652      0.885471
      3.201132  -9668.660663      4.055262      0.884606
      3.208137  -9572.253371      4.058234      0.883553
      3.215142  -9466.498489      4.061628      0.882299
      3.222146  -9352.024166      4.065427      0.880940
      3.229151  -9229.184488      4.069523      0.879517
      3.236156  -9098.233358      4.073866      0.878029
      3.243160  -8959.480516      4.078457      0.876468
      3.250165  -8813.298947      4.083323      0.874836
      3.257170  -8660.092364      4.088469      0.873134
      3.264174  -8500.278826      4.093906      0.871359
      3.271179  -8334.324577      4.099625      0.869496
      3.278184  -8162.762654      4.105647      0.867539
      3.285188  -7986.153527      4.112043      0.865557
      3.292193  -7801.549300      4.129845      0.864579
      3.299198  -7619.537720      4.125986      0.861749
      3.306202  -7430.079609      4.133203      0.859801
      3.313207  -7236.845282      4.140387      0.857726
      3.320212  -7040.072344      4.147649      0.855614
      3.327216  -6839.987026      4.155271      0.853595
      3.334221  -6636.849814      4.163241      0.851680
      3.341226  -6430.950106      4.171759      0.849924
      3.348230  -6222.759618      4.180982      0.848337
      3.355235  -6013.249851      4.190739      0.846695
      3.362240  -5712.866452      4.200630      0.844884
      3.369244  -5494.662343      4.210713      0.843080
      3.376249  -5276.334909      4.221140      0.841337
      3.383254  -5058.208776      4.231990      0.839673
      3.390258  -4840.654642      4.243357      0.838184
      3.397263  -4623.949963      4.255187      0.836859
      3.404268  -4408.326806      4.267372      0.835618
      3.411272  -4186.752347      4.300498      0.837152
      3.418277  -3981.117518      4.293527      0.833618
      3.425282  -3770.989272      4.307742      0.832644
      3.432286  -3565.054059      4.322177      0.831500
      3.439291  -3364.206606      4.336959      0.830461
      3.446296  -3168.794316      4.352421      0.829719
      3.453300  -2979.137308      4.369848      0.829628
      3.460305  -2795.756096      4.386535      0.829332
      3.467310  -2619.241883      4.404964      0.829484
      3.474314  -2450.036888      4.429186      0.831234
      3.481319  -2289.397069      4.443451      0.829989
      3.488324  -2125.798294      4.505164      0.839430
      3.495328  -1994.101141      4.483543      0.830834
      3.502333  -1849.299559      4.555614      0.842985
      3.509338  -1730.371712      4.571274      0.841864
      3.516342  -1624.891166      4.559245      0.836225
      3.523347  -1523.012056      4.588561      0.839154
      3.530352  -1432.047886      4.618045      0.841944
      3.537356  -1352.028725      4.651473      0.845779
      3.544361  -1282.312020      4.670672      0.845609
      3.551366  -1223.912866      4.713859      0.852357
      3.558370  -1174.938502      4.767138      0.860669
      3.565375  -1125.862132      4.726917      0.844094
      3.572380  -1075.104854      4.854461      0.872623
      3.579384  -1031.051516      4.912984      0.882118
      3.586389   -993.472089      4.972016      0.891390
      3.593394   -962.027543      4.721487      0.824951
      3.600398   -936.286951      4.915240      0.866189
      3.607403   -915.755366      4.752070      0.816729
      3.614408   -899.890592      5.179529      0.919120
      3.621412   -888.128265      5.430735      0.970390
      3.628417   -879.909768      5.550253      0.990313
      3.635422   -874.687763      5.612854      0.997257
      3.642426   -871.945301      5.629413      0.994279
