3.05 0.0498644831005468
3.15 0.0498644831005468
3.25 0.0498644831005468
3.35 0.0498644831005468
3.45 0.0198029968911764
3.55 -0.00606698709974738
3.65 -0.024172839765441
3.75 -0.0360222081026352
3.85 -0.0428207594521185
3.95 -0.0455861258649654
4.05 -0.045668818755425
4.15 -0.04502625502551
4.25 -0.0420629137659759
4.35 -0.0372673184415478
4.45 -0.0311236956340815
4.55 -0.0238709313159958
4.65 -0.0170719708652023
4.75 -0.0123184094748285
4.85 -0.00917766371047931
4.95 -0.00719026997040717
5.05 -0.00594982030046083
5.15 -0.0052164104788278
5.25 -0.00481957982855551
5.35 -0.00460276690229929
5.45 -0.00448093430425131
5.55 -0.00442687228070572
5.65 -0.00442639125506472
5.75 -0.00442623986281559
5.85 -0.00443058678322284
5.95 -0.00443207954087324
6.05 -0.0044285669223509
6.15 -0.00440857831539111
6.25 -0.00439646752857151
6.35 -0.00437528676994265
6.45 -0.00434797222997341
6.55 -0.00431414017264641
6.65 -0.00426996009546423
6.75 -0.00424689638220639
6.85 -0.00420058921465388
6.95 -0.00417535594183613
7.05 -0.00413353996029961
7.15 -0.00410667715455884
7.25 -0.00407969816905937
7.35 -0.00406205838811478
7.45 -0.00406167007318599
7.55 -0.00404694482973585
7.65 -0.004016703894493
7.75 -0.00399946429234451
7.85 -0.00393175965201247
7.95 -0.00393769162647424
8.05 -0.00387474974060846
8.15 -0.00386552169956222
8.25 -0.00384051735998369
8.35 -0.00379175860220627
8.45 -0.00378735350766878
8.55 -0.00376350080490892
8.65 -0.00375192818394527
8.75 -0.00372966556819279
8.85 -0.00370576795564266
8.95 -0.00369361756540461
9.05 -0.00367781641294223
9.15 -0.00365216244889029
9.25 -0.00364520772093061
9.35 -0.00363568166268687
9.45 -0.00362494992148391
9.55 -0.00361218449424068
9.65 -0.00360670540764019
9.75 -0.00359984685565068
9.85 -0.00359592048661826
9.95 -0.00358679782162705
10.05 -0.00357790034607485
10.15 -0.0035778100430119
10.25 -0.00357609390872706
10.35 -0.00356899557205676
10.45 -0.0035669517567466
10.55 -0.00356092768389741
10.65 -0.00356019134204304
10.75 -0.00355559813997185
10.85 -0.00355283383635112
10.95 -0.00355226755574004
11.05 -0.0035491319736209
11.15 -0.00354710888336191
11.25 -0.00354452791310171
11.35 -0.0035361063740089
11.45 -0.00354113487129908
11.55 -0.00353860615738115
11.65 -0.00353691599784445
11.75 -0.00353507537872604
11.85 -0.00353408678495789
11.95 -0.00352729462925868
12.05 -0.00353014632806363
12.15 -0.00352662271856378
12.25 -0.00352859971112351
12.35 -0.0035259034300475
12.45 -0.00352436614549613
12.55 -0.00352337464651102
12.65 -0.00352073663775381
12.75 -0.00352425757426826
12.85 -0.00352218209087108
12.95 -0.00352199457798566
13.05 -0.0035195417358457
13.15 -0.00351830566951522
13.25 -0.0035160157651687
13.35 -0.00351898128626117
13.45 -0.00351777943766214
13.55 -0.00351559548080079
13.65 -0.00351688592647343
13.75 -0.00351571814132567
13.85 -0.00351426806131616
13.95 -0.00351439252722071
14.05 -0.00351406886419214
14.15 -0.00351312828198008
14.25 -0.00351296535258092
14.35 -0.00351289609956014
14.45 -0.0035133938326457
14.55 -0.00351400940675588
14.65 -0.00351223057360772
14.75 -0.00351200917997179
14.85 -0.00351192237501162
14.95 -0.00351258093628587
15.05 -0.00351124086450401
15.15 -0.00351105277925952
15.25 -0.00351112544597237
15.35 -0.00351071432777794
15.45 -0.00351132606029962
15.55 -0.00351056490566208
15.65 -0.00350910507064669
15.75 -0.00351079877885476
15.85 -0.00350864771052306
15.95 -0.00350988810991417
16.05 -0.0035096633924854
16.15 -0.00350961116952024
16.25 -0.00350924090621477
16.35 -0.00350938635533197
16.45 -0.00350890825879954
16.55 -0.00350956693692473
16.65 -0.0035087006318031
16.75 -0.00350864267148342
16.85 -0.00350692234355225
16.95 -0.0035077995603938
17.05 -0.0035066068420425
17.15 -0.00350772314513576
17.25 -0.0035079725390664
17.35 -0.00350750692336268
17.45 -0.00350796181734127
17.55 -0.00350801843760655
17.65 -0.00350767999021669
17.75 -0.00350822460889849
17.85 -0.00350751671446703
17.95 -0.00350773607490748
18.05 -0.00350728453288105
18.15 -0.00350726851800981
18.25 -0.00350719525449311
18.35 -0.00350755591152478
18.45 -0.00350724249535894
18.55 -0.00350691154118201
18.65 -0.00350634196403277
18.75 -0.00350746612185484
18.85 -0.00350639283751361
18.95 -0.00350678174733926
19.05 -0.00350686737609504
19.15 -0.00350702507066919
19.25 -0.00350676672332519
19.35 -0.00350476108360862
19.45 -0.00350234005313381
19.55 -0.00350680070799439
19.65 -0.00350672958484069
19.75 -0.00350660957781644
19.85 -0.00350641232153279
19.95 -0.00350631252647757
20.05 -0.00350674012473113
20.15 -0.00350620364201595
20.25 -0.00350640342634656
20.35 -0.00350649434066333
20.45 -0.00350645442691352
20.55 -0.0035063901983432
20.65 -0.00350616335394258
20.75 -0.00350623419965313
20.85 -0.00350658935701261
20.95 -0.0035061285374086
21.05 -0.00350531622152602
21.15 -0.00350595118975432
21.25 -0.00350588980927908
21.35 -0.0035061077967585
21.45 -0.00350567758384239
21.55 -0.00350594223160214
21.65 -0.00350582029689817
21.75 -0.00350408717443194
21.85 -0.0035038293951543
21.95 -0.00350612941525824
22.05 -0.00350554951546777
22.15 -0.00350588787052723
22.25 -0.00350600136250895
22.35 -0.00350596388093032
22.45 -0.00350535346320515
22.55 -0.00350592193029324
22.65 -0.00350562283984039
22.75 -0.00350472288363844
22.85 -0.00350405987689921
22.95 -0.00350565378359783
