            0.157000         2368.516550            3.618778            3.130991
            0.161726         2462.623790            3.621510            3.142553
            0.166452         2558.861643            3.624291            3.139831
            0.171177         2657.073845            3.627064            3.140553
            0.175903         2757.306105            3.629724            3.133020
            0.180629         2859.430126            3.633108            3.131223
            0.185355         2963.268163            3.635338            3.137574
            0.190080         3069.056205            3.638020            3.139006
            0.194806         3176.691227            3.640912            3.138877
            0.199532         3286.018581            3.643883            3.138655
            0.204258         3396.865139            3.646953            3.139111
            0.208983         3509.033636            3.650078            3.138833
            0.213709         3622.326541            3.653243            3.139171
            0.218435         3736.640814            3.656352            3.139703
            0.223161         3851.977164            3.659680            3.139285
            0.227886         3968.726200            3.661982            3.130219
            0.232612         4086.119839            3.666291            3.143775
            0.237338         4205.214079            3.669578            3.143973
            0.242064         4325.920634            3.672940            3.143101
            0.246789         4448.571820            3.675856            3.144259
            0.251515         4573.705785            3.679255            3.143700
            0.256241         4702.051577            3.682395            3.140047
            0.260967         4833.919782            3.685776            3.140667
            0.265692         4967.934455            3.689983            3.139652
            0.270418         5101.065004            3.695592            3.139128
            0.275144         5231.448066            3.699858            3.140031
            0.279870         5359.791658            3.704426            3.143527
            0.284595         5487.402310            3.708725            3.143696
            0.289321         5615.197149            3.712964            3.143948
            0.294047         5743.661041            3.716372            3.144932
            0.298773         5872.930555            3.721491            3.144464
            0.303498         6003.178212            3.725858            3.144535
            0.308224         6134.386505            3.730255            3.143914
            0.312950         6266.471838            3.734932            3.144157
            0.317676         6399.358401            3.737196            3.145921
            0.322401         6531.090486            3.744848            3.138353
            0.327127         6660.860789            3.750641            3.137874
            0.331853         6789.353603            3.756640            3.139343
            0.336579         6920.443027            3.761716            3.139437
            0.341304         7054.698716            3.766593            3.139472
            0.346030         7191.144889            3.771686            3.139691
            0.350756         7329.180652            3.776900            3.140116
            0.355482         7467.666837            3.781913            3.139945
            0.360207         7603.061144            3.784823            3.139781
            0.364933         7741.619580            3.796294            3.147426
            0.369659         7882.969834            3.797945            3.143333
            0.374385         8025.459706            3.805528            3.143293
            0.379110         8162.187411            3.814519            3.145527
            0.383836         8289.353119            3.814519            3.145527
            0.388562         8428.858566            3.814519            3.145527
            0.393288         8577.982427            3.832190            3.144303
            0.398013         8720.880225            3.832191            3.144305
            0.402739         8862.353443            3.859185            3.127981
            0.407465         8985.684930            3.872461            3.125556
            0.412191         9092.060816            3.882808            3.121740
            0.416916         9178.474826            3.925664            3.142924
            0.421642         9199.600415            3.943253            3.142632
            0.426368         9173.424725            3.956018            3.140563
            0.431094         9073.723402            3.968140            3.140542
            0.435819         8898.361822            3.976347            3.140525
            0.440545         8670.040232            3.978734            3.140594
            0.445271         8400.051965            3.974308            3.140515
            0.449997         8080.599554            3.961841            3.140576
            0.454722         7727.185312            3.954497            3.140447
            0.459448         7377.739378            3.953449            3.140265
            0.464174         7038.994551            3.954300            3.140294
            0.468900         6703.760450            3.954890            3.140694
            0.473625         6367.427543            3.954838            3.140981
            0.478351         6029.818447            3.954525            3.141151
            0.483077         5692.933043            3.954525            3.141218
            0.487803         5360.062434            3.955790            3.141140
            0.492528         5033.148348            3.956911            3.141091
            0.497254         4708.249949            3.953998            3.141090
            0.501980         4382.649661            3.949878            3.141059
            0.506706         4059.179415            3.946740            3.141154
            0.511431         3739.714782            3.944160            3.141179
            0.516157         3424.969852            3.941723            3.141194
            0.520883         3114.488902            3.939675            3.141200
            0.525609         2806.384944            3.938073            3.141203
            0.530334         2499.111040            3.936576            3.141187
            0.535060         2192.443580            3.934769            3.141176
            0.539786         1886.499797            3.932571            3.141170
            0.544512         1581.219498            3.930299            3.141187
            0.549237         1276.818873            3.928596            3.141945
            0.553963          974.376856            3.927850            3.141872
            0.558689          675.522924            3.927802            3.141798
            0.563415          381.475769            3.927874            3.141745
            0.568140           92.460187            3.927742            3.141716
            0.572866         -191.956045            3.927439            3.141702
            0.577592         -472.291491            3.927089            3.141696
            0.582318         -748.885681            3.926774            3.141691
            0.587043        -1021.896101            3.926524            3.141690
            0.591769        -1291.370836            3.926344            3.141690
            0.596495        -1557.312635            3.926230            3.141691
            0.601221        -1819.709779            3.926169            3.141689
            0.605946        -2078.562602            3.926141            3.141687
            0.610672        -2333.920922            3.926134            3.141685
            0.615398        -2585.858720            3.926182            3.141685
            0.620124        -2834.276224            3.926334            3.141686
            0.624849        -3078.869199            3.926548            3.141687
            0.629575        -3319.472681            3.926790            3.141684
            0.634301        -3556.113593            3.927065            3.141675
            0.639027        -3788.872159            3.927361            3.141660
            0.643753        -4017.842668            3.927647            3.141648
            0.648478        -4243.142440            3.927922            3.141633
            0.653204        -4464.908712            3.928227            3.141621
            0.657930        -4683.234840            3.928692            3.141611
            0.662656        -4898.084087            3.929466            3.141583
            0.667381        -5109.246688            3.930579            3.141602
            0.672107        -5316.381410            3.931882            3.141608
            0.676833        -5519.171255            3.933190            3.141582
            0.681559        -5717.500912            3.934421            3.141581
            0.686284        -5911.440243            3.935637            3.141586
            0.691010        -6101.085489            3.936892            3.141583
            0.695736        -6286.480539            3.938195            3.141581
            0.700462        -6467.612291            3.939599            3.141583
            0.705187        -6644.441353            3.941071            3.141593
            0.709913        -6816.914464            3.942615            3.141593
            0.714639        -6984.962612            3.944242            3.141584
            0.719365        -7148.490280            3.945939            3.141591
            0.724090        -7307.394881            3.947680            3.141601
            0.728816        -7461.663751            3.949427            3.141599
            0.733542        -7611.435974            3.951213            3.141596
            0.738268        -7756.856243            3.953073            3.141599
            0.742993        -7897.977012            3.955010            3.141594
            0.747719        -8034.795386            3.957024            3.141592
            0.752445        -8167.286804            3.959110            3.141593
            0.757171        -8295.412718            3.961268            3.141589
            0.761896        -8419.087768            3.962406            3.141569
            0.766622        -8538.415277            3.965760            3.141588
            0.771348        -8653.236880            3.968088            3.141588
            0.776074        -8763.574406            3.970476            3.141592
            0.780799        -8869.405016            3.972919            3.141593
            0.785525        -8970.705082            3.975421            3.141594
