      5.232555  -1048.324658        5     -0.475084     -0.220343
      5.252634  -1039.617207       17     -0.474639     -0.222679
      5.272789  -1031.780749        3     -0.474344     -0.224971
      5.293022  -1024.844565       14     -0.473951     -0.227276
      5.313332  -1018.767973        5     -0.473527     -0.229573
      5.333721  -1013.437807        6     -0.473155     -0.231838
      5.354188  -1008.598036        8     -0.473154     -0.233981
      5.374733  -1004.215746       12     -0.473150     -0.236128
      5.395357  -1000.719037        8     -0.472586     -0.238414
      5.416060   -997.945073       10     -0.472171     -0.240645
      5.436843   -995.714853        3     -0.471809     -0.242849
      5.457705   -993.948819        8     -0.471479     -0.245034
      5.478647   -992.589667        6     -0.471188     -0.247198
      5.499670   -991.650097       10     -0.470868     -0.249360
      5.520773   -991.097758        8     -0.470916     -0.251409
      5.541958   -990.629596        4     -0.470976     -0.253447
      5.563224   -990.264275        4     -0.470899     -0.255517
      5.584571   -990.032639        7     -0.470822     -0.257580
      5.606000   -989.911020       11     -0.470798     -0.259622
      5.627511   -989.855364        4     -0.470931     -0.261618
      5.649105   -989.769059        4     -0.471251     -0.263562
      5.670782   -989.612786        3     -0.471232     -0.265587
      5.692542   -989.582913       10     -0.471287     -0.267591
      5.714386   -989.651243       14     -0.471377     -0.269574
      5.736313   -989.770570        8     -0.471356     -0.271574
      5.758325   -989.944184        5     -0.471221     -0.273593
      5.780421   -990.209584        7     -0.470777     -0.275677
      5.802601   -990.616397        6     -0.470517     -0.277707
      5.824867   -991.021738        8     -0.470870     -0.279583
      5.847218   -991.240067       14     -0.471016     -0.281503
      5.869656   -991.300418        9     -0.471082     -0.283440
      5.892179   -991.254493        6     -0.471118     -0.285379
      5.914788   -991.133294       12     -0.470961     -0.287357
      5.937485   -990.977531        9     -0.470568     -0.289385
      5.960268   -990.778862       14     -0.470633     -0.291300
      5.983139   -990.436025        5     -0.470770     -0.293190
      6.006097   -989.923821        7     -0.470407     -0.295185
      6.029144   -989.312590        4     -0.469596     -0.297276
      6.052279   -988.654756       11     -0.469188     -0.299272
      6.075503   -987.934571        6     -0.469515     -0.301097
      6.098816   -987.124565        7     -0.470112     -0.302857
      6.122219   -986.220222        4     -0.470602     -0.304637
      6.145711   -985.248387        5     -0.471022     -0.306428
      6.169293   -984.209190        8     -0.471505     -0.308200
      6.192966   -983.084302       15     -0.472026     -0.309959
      6.216730   -981.858947        3     -0.472451     -0.311732
      6.240585   -980.554199       12     -0.472816     -0.313514
      6.264532   -979.188286       14     -0.473334     -0.315258
      6.288570   -977.736833        6     -0.473940     -0.316976
      6.312700   -976.170258        3     -0.474483     -0.318703
      6.336924   -974.495760        7     -0.475024     -0.320427
      6.361240   -972.729352       19     -0.475609     -0.322137
      6.385649   -970.880154       15     -0.476264     -0.323828
      6.410152   -968.946933        9     -0.477184     -0.325460
      6.434750   -966.255397        3     -0.487763     -0.325195
      6.459441   -964.799619       11     -0.480183     -0.328475
      6.484227   -962.596884       25     -0.486187     -0.329109
      6.509109   -960.648549       12     -0.485814     -0.330979
      6.534086   -958.728526        5     -0.489957     -0.331996
      6.559158   -956.837794       10     -0.492490     -0.333326
      6.584327   -954.941015        8     -0.494356     -0.334780
      6.609593   -953.031873        9     -0.495943     -0.336285
      6.634955   -951.109824       16     -0.497544     -0.337788
      6.660415   -949.174341       13     -0.499124     -0.339293
      6.685972   -947.220490        5     -0.500568     -0.340819
      6.711628   -945.238153       13     -0.501832     -0.342373
      6.737382   -943.213397        8     -0.502899     -0.343954
      6.763235   -941.132688       17     -0.504022     -0.345522
      6.789187   -938.990463       14     -0.504962     -0.347115
      6.815238   -936.768660        9     -0.508533     -0.348295
      6.841390   -934.539897        8     -0.507591     -0.350177
      6.867642   -932.257371        6     -0.509243     -0.351656
      6.893994   -929.959284       12     -0.515009     -0.352539
      6.920448   -928.238297       19     -0.537029     -0.351486
      6.947003   -925.501548       14     -0.521188     -0.355145
      6.973661   -924.351237       19     -0.543336     -0.354313
      7.000420   -921.230309       19     -0.525060     -0.358104
      7.027282   -918.642017       12     -0.518946     -0.360605
      7.054247   -918.692987        9     -0.552985     -0.358652
      7.081316   -916.908933       17     -0.550208     -0.360616
      7.108489   -915.135427        8     -0.553380     -0.362079
      7.135765   -913.400448       15     -0.556783     -0.363540
      7.163147   -911.835980        9     -0.570004     -0.364407
      7.190633   -911.203933       10     -0.592785     -0.365290
      7.218225   -911.299446       13     -0.597931     -0.366955
      7.245923   -906.945849        7     -0.567920     -0.369678
      7.273728   -905.388137       10     -0.571101     -0.371215
      7.301638   -903.452681       13     -0.569767     -0.372997
      7.329656   -911.324296       18     -0.603058     -0.373866
      7.357782   -910.848269       17     -0.603679     -0.375595
      7.386015   -910.187506       15     -0.603398     -0.377320
      7.414357   -909.338390        9     -0.604102     -0.379044
      7.442808   -902.178144       14     -0.588417     -0.380836
      7.471367   -904.286089       13     -0.594717     -0.382426
      7.500036   -895.752691        9     -0.583892     -0.383882
      7.528816   -901.677538       17     -0.596227     -0.385766
      7.557705   -902.187256        4     -0.605673     -0.387632
      7.586706   -900.308098       30     -0.606040     -0.389344
      7.615818   -898.278814       16     -0.606416     -0.391053
      7.645041   -896.051231        9     -0.606796     -0.392759
      7.674377   -893.651527       10     -0.607181     -0.394463
      7.703825   -891.202957        4     -0.607550     -0.396163
      7.733387   -888.814390        6     -0.607896     -0.397858
      7.763061   -886.507115       10     -0.608210     -0.399548
      7.792850   -879.860295        7     -0.594283     -0.400468
      7.822753   -882.076950        6     -0.608714     -0.402904
      7.852770   -879.937532        5     -0.608916     -0.404571
